,Method,Coarsen,Privacy,Data,Round,Client Number,Loss,Accuracy
0,AllData,False,False,Train,0,0,0.60209,0.6719
1,AllData,False,True,Train,0,0,1.6727,0.6
2,AllData,True,False,Train,0,0,0.7427,0.62103
