,Method,Coarsen,Privacy,Data,Round,Client Number,Loss,Accuracy
0,AllData,False,False,Train,0,0,10.35597,0.01182
1,AllData,False,True,Train,0,0,50.65458,0.0
2,AllData,True,False,Train,0,0,12.80516,0.01078
